id,alt,utmx_norm, utmy_norm, longx_norm, longy_norm
861,203.2633,-188.65602006053086,126.74457108246861,-0.0026840701816794876,0.001119307297500427
862,203.2324,-188.11102006054716,127.58287108247168,-0.002676530181680903,0.0011269172975048036
863,203.2273,-187.56172006053384,128.41847108246293,-0.002668920181680079,0.0011344872974987652
864,203.2477,-186.9910200604936,129.2396710824687,-0.002661010181679302,0.0011419372975041142
865,203.2221,-186.41732006054372,130.05857108248165,-0.0026530501816814933,0.001149367297500703
866,203.2032,-185.81012006051606,130.85317108250456,-0.002644620181680324,0.0011565772975004052
867,203.223,-185.19672006054316,131.6427710824646,-0.002636100181682366,0.0011637472975039032
868,203.2151,-184.55152006051503,132.40677108248929,-0.0026271301816791492,0.0011706972975034091
869,203.2242,-183.8973200605251,133.16287108248798,-0.002618030181679387,0.0011775672975034013
870,203.2116,-183.2186200605356,133.89727108250372,-0.0026085801816790877,0.0011842472975018836
871,203.2138,-182.52322006050963,134.6152710824972,-0.0025988901816802468,0.0011907872975029932
872,203.2088,-181.80162006051978,135.30757108249236,-0.0025888301816792136,0.0011970872974984559
873,203.1953,-181.0647200605017,135.98327108251397,-0.0025785401816804665,0.0012032472975036512
874,203.1887,-180.31312006054213,136.64287108246936,-0.002568050181679382,0.0012092672975043683
875,203.19,-179.53672006051056,137.27237108250847,-0.0025572001816804857,0.0012150072975032344
876,203.1967,-178.74602006049827,137.88457108248258,-0.002546150181679252,0.0012206072975047277
877,203.1851,-177.92552006052574,138.45557108247885,-0.00253467018168152,0.0012258272975032014
878,203.2147,-177.09592006052844,139.0138710825122,-0.002523060181680137,0.0012309472975005065
879,203.2083,-176.24042006052332,139.5313710824703,-0.0025110801816801143,0.0012356972975027247
880,203.1929,-175.38082006049808,140.04227108246414,-0.0024990401816822327,0.0012403872974999786
881,203.1855,-174.49272006051615,140.50197108247085,-0.0024865801816815747,0.0012446172975018044
882,203.2011,-173.59982006053906,140.9513710825122,-0.002474060181679505,0.001248757297503289
883,203.1769,-172.68232006049948,141.3491710824892,-0.002461180181679623,0.0012524372975022402
884,203.1771,-171.75712006050162,141.7274710824713,-0.002448190181681298,0.001255937297500509
885,203.1727,-170.81462006049696,142.06157108250773,-0.002434950181680051,0.0012590472975020361
886,203.1983,-169.86302006052574,142.36717108247103,-0.0024215701816814317,0.0012619072975041945
887,203.1688,-168.9004200604977,142.63797108246945,-0.0024080401816810593,0.0012644472975011922
888,203.1711,-167.92862006049836,142.87207108247094,-0.002394360181678934,0.0012666572974993073
889,203.1833,-166.95072006050032,143.08097108249785,-0.0023806001816808475,0.0012686472975005358
890,203.1839,-165.96402006049175,143.24077108246274,-0.0023667001816818356,0.0012701872975000583
